file_name,current_role,future_role,action,reason,risk,dependency_score,integration_target
01_research/stage_10_soc/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/docs/source/docs/cybersecurity/02-open-source-tools-and-stack.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/docs/source/docs/cybersecurity/04-practical-implementation-guide.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/docs/source/docs/cybersecurity/05-github-repos-and-resources.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/docs/source/docs/research/06-threat-detection-stack-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_10_soc/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/09-ai-ml-research-topics.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/docs/source/docs/ai-cyber/04-evaluation.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/docs/source/docs/research/09-ai-ml-research-topics.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/phase_08_ai_ml_fundamentals.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_11_ai_ml/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/10-security-ai-research-topics.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/15-ai-ml-architecture.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/18-ai-assistant.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/ai-cyber/01-ai-cyber-overview.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/ai-cyber/03-architecture.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/ai-cyber/projects/01-ai-ids-design.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/ai-cyber/projects/02-ml-malware-detector.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/ai-cyber/projects/03-llm-soc-assistant.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/cybersecurity/01-cybersecurity-with-aiml-overview.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/cybersecurity/03-aiml-threat-detection-analysis.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/cybersecurity/06-advanced-topics-best-practices.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/research/10-security-ai-research-topics.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/docs/source/docs/specs/ai-ml-security-layer.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/phase_09_security_ai.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_12_security_ai/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/12-containers-cloud-security.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/14-containers-cloud-ms-research-roadmap.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/docs/source/docs/research/12-containers-cloud-security.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/docs/source/docs/research/14-containers-cloud-ms-research-roadmap.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_13_cloud/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_14_automation/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_14_automation/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_14_automation/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_14_automation/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_14_automation/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_14_automation/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/docs/source/docs/02-quickstart-kali.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/docs/source/docs/11-packaging.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/docs/source/docs/specs/package-payload-ecosystem.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_15_security_distribution/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_16_kernel_extensions/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_16_kernel_extensions/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_16_kernel_extensions/docs/source/docs/08-drivers.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_16_kernel_extensions/docs/source/docs/20-security-modules.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_16_kernel_extensions/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_16_kernel_extensions/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_16_kernel_extensions/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_16_kernel_extensions/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_17_hybrid_os/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_17_hybrid_os/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_17_hybrid_os/docs/source/docs/decisions/ADR-001-base-system.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_17_hybrid_os/docs/source/docs/specs/bridge-lfs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_17_hybrid_os/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_17_hybrid_os/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_17_hybrid_os/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_17_hybrid_os/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_18_custom_os/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_18_custom_os/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_18_custom_os/docs/source/docs/01-os-from-scratch.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_18_custom_os/docs/source/docs/guides/02-from-scratch-os-development.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_18_custom_os/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_18_custom_os/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_18_custom_os/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_18_custom_os/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/docs/source/docs/02-architecture.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/docs/source/docs/12-testing.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/docs/source/docs/14-cybersecurity-vision.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/docs/source/docs/guides/04-os-technical-specifications-template.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/docs/source/docs/specs/SAD.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_19_production/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/docs/source/docs/13-roadmap.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/docs/source/docs/prompts/research-alignment-master-prompt.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/docs/source/docs/prompts/staged-restructuring-master-prompt.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/docs/source/docs/research/01-cyber-ai-os-research-map.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/docs/source/docs/research/02-research-modules.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_20_future/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_21_information_theory/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_22_graph_theory/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_23_control_systems/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_24_dynamical_systems/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_25_statistical_physics/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_26_signal_processing/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_27_optimization/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_28_complex_systems/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_29_game_theory/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_30_security_games/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_31_multi_agent_security/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_33_security_economics/README.md,Misc,Misc,KEEP,Default keep,Low,3,
03_repositories/README.md,Misc,Misc,KEEP,Default keep,Low,3,
04_datasets/README.md,Misc,Misc,KEEP,Default keep,Low,3,
06_ai/README.md,Misc,Misc,KEEP,Default keep,Low,3,
08_forensics/README.md,Misc,Misc,KEEP,Default keep,Low,3,
12_infrastructure/README.md,Misc,Misc,KEEP,Default keep,Low,3,
13_open_source/README.md,Misc,Misc,KEEP,Default keep,Low,3,
15_archive/README.md,Misc,Misc,KEEP,Default keep,Low,3,
results/20260521_152938/r001_test_95682.1,Misc,Misc,KEEP,Default keep,Low,3,
results/20260521_152938/r001_test_95682.2,Misc,Misc,KEEP,Default keep,Low,3,
results/20260521_152938/r001_test_95682.3,Misc,Misc,KEEP,Default keep,Low,3,
results/20260521_152938/r001_test_95682.4,Misc,Misc,KEEP,Default keep,Low,3,
results/20260521_152938/r001_test_95682.5,Misc,Misc,KEEP,Default keep,Low,3,
results/20260521_152938/summary.json,Misc,Misc,KEEP,Default keep,Low,3,
tools/generate_file_action_matrix.py,Misc,Misc,KEEP,Default keep,Low,3,
tools/run_benchmarks.py,Misc,Misc,KEEP,Default keep,Low,3,
10_kernel/README.md,Kernel prototypes,Deferred kernel work,DEFER,Kernel changes blocked until userspace validation,High,2,10_kernel
10_kernel/boot/boot.asm,Kernel prototypes,Deferred kernel work,DEFER,Kernel changes blocked until userspace validation,High,2,10_kernel
10_kernel/prototypes/kernel.c,Kernel prototypes,Deferred kernel work,DEFER,Kernel changes blocked until userspace validation,High,2,10_kernel
10_kernel/prototypes/linker.ld,Kernel prototypes,Deferred kernel work,DEFER,Kernel changes blocked until userspace validation,High,2,10_kernel
01_research/stage_32_adversarial_control/README.md,Theoretical island,N/A,DELETE,Unconnected theory,Low,1,
